id_produto,nome_produto,categoria,preco
5679,Teclado 637,Informática,158.05
5680,Roteador 873,Informática,466.39
5681,Notebook 698,Eletrônicos,202.74
5682,Processador 214,Eletrônicos,714.33
5683,SSD 572,Informática,771.39
5684,Desktop 356,Eletrônicos,110.48
5685,Mouse 166,Informática,887.74
5686,Teclado 764,Informática,440.25
5687,Desktop 332,Eletrônicos,409.03
5688,Roteador 701,Informática,830.28
5689,Notebook 776,Eletrônicos,964.21
5690,Notebook 491,Informática,964.89
5691,SSD 158,Eletrônicos,178.74
5692,Placa de Vídeo 487,Eletrônicos,265.63
5693,Processador 248,Eletrônicos,76.23
5694,Placa de Vídeo 192,Informática,516.75
5695,Monitor 173,Eletrônicos,144.01
5696,Mouse 506,Informática,301.36
5697,Desktop 277,Eletrônicos,375.84
5698,Roteador 197,Informática,403.39
5699,Processador 904,Eletrônicos,371.8
5700,Placa de Vídeo 387,Eletrônicos,792.4
5701,Placa de Vídeo 258,Informática,193.31
5702,Placa de Vídeo 294,Eletrônicos,590.05
5703,Desktop 148,Informática,853.48
5704,Processador 268,Informática,739.01
5705,Notebook 115,Eletrônicos,913.2
5706,Impressora 264,Eletrônicos,567.5
5707,Mouse 804,Informática,245.91
5708,Processador 104,Informática,966.76
5709,Placa de Vídeo 843,Eletrônicos,385.39
5710,Impressora 374,Informática,239.47
5711,Impressora 560,Eletrônicos,289.0
5712,SSD 216,Eletrônicos,790.52
5713,Processador 195,Informática,620.21
5714,Notebook 258,Eletrônicos,373.82
5715,Teclado 338,Eletrônicos,94.03
5716,Placa de Vídeo 411,Informática,962.36
5717,SSD 248,Informática,553.83
5718,Notebook 477,Informática,111.07
5719,Placa de Vídeo 635,Eletrônicos,631.26
5720,Roteador 480,Informática,716.8
5721,Mouse 214,Eletrônicos,598.83
5722,Teclado 955,Eletrônicos,961.15
5723,SSD 836,Informática,450.54
5724,Monitor 911,Eletrônicos,980.26
5725,Desktop 785,Informática,109.8
5726,SSD 504,Eletrônicos,106.25
5727,Notebook 454,Eletrônicos,678.08
5728,SSD 427,Informática,327.38
5729,Impressora 919,Informática,750.5
5730,Monitor 372,Eletrônicos,676.43
5731,SSD 518,Eletrônicos,365.21
5732,Notebook 321,Eletrônicos,751.89
5733,Desktop 715,Informática,900.29
5734,SSD 152,Eletrônicos,869.44
5735,Monitor 772,Informática,135.56
5736,SSD 648,Informática,575.52
5737,Roteador 773,Informática,697.89
5738,Placa de Vídeo 930,Informática,922.03
5739,Teclado 154,Informática,474.86
5740,Teclado 874,Eletrônicos,627.39
5741,Processador 132,Informática,221.86
5742,Mouse 493,Eletrônicos,299.62
5743,Processador 877,Informática,986.31
5744,Processador 623,Eletrônicos,790.44
5745,Impressora 683,Informática,614.41
5746,Notebook 910,Eletrônicos,751.75
5747,Placa de Vídeo 732,Informática,817.14
5748,Teclado 419,Informática,523.51
5749,Mouse 689,Eletrônicos,750.68
5750,SSD 369,Informática,67.84
5751,Processador 987,Eletrônicos,908.49
5752,Mouse 633,Eletrônicos,268.95
5753,Processador 856,Eletrônicos,622.25
5754,Mouse 253,Informática,88.91
5755,Processador 276,Eletrônicos,390.48
5756,Placa de Vídeo 471,Eletrônicos,298.72
5757,Processador 153,Informática,462.55
5758,Teclado 664,Informática,593.53
5759,Roteador 407,Eletrônicos,353.68
5760,Monitor 687,Eletrônicos,849.95
5761,Mouse 421,Informática,716.97
5762,Teclado 372,Eletrônicos,763.12
5763,Processador 976,Eletrônicos,146.05
5764,Notebook 474,Informática,729.49
5765,Processador 890,Informática,546.34
5766,Mouse 407,Informática,742.49
5767,Desktop 367,Eletrônicos,50.2
5768,Processador 411,Informática,228.62
5769,Placa de Vídeo 957,Informática,957.77
5770,Desktop 710,Informática,102.0
5771,Teclado 238,Eletrônicos,295.08
5772,Desktop 696,Eletrônicos,133.49
5773,Teclado 614,Eletrônicos,756.57
5774,Placa de Vídeo 220,Informática,849.62
5775,Desktop 394,Eletrônicos,276.14
5776,Notebook 106,Informática,517.67
5777,Placa de Vídeo 746,Eletrônicos,720.13
5778,Mouse 258,Informática,516.97
5779,Roteador 551,Eletrônicos,931.36
5780,Placa de Vídeo 721,Eletrônicos,926.55
5781,Teclado 132,Eletrônicos,267.67
5782,SSD 825,Eletrônicos,525.03
5783,SSD 839,Informática,901.45
5784,Teclado 447,Informática,956.28
5785,Teclado 443,Eletrônicos,760.15
5786,Impressora 616,Eletrônicos,99.65
5787,Mouse 501,Eletrônicos,694.08
5788,Roteador 347,Informática,579.62
5789,Notebook 694,Informática,164.51
5790,Impressora 385,Eletrônicos,274.81
5791,SSD 293,Informática,79.04
5792,Notebook 614,Eletrônicos,537.44
5793,Roteador 607,Eletrônicos,965.4
5794,Placa de Vídeo 479,Eletrônicos,391.82
5795,Impressora 331,Informática,419.77
5796,Impressora 692,Informática,203.79
5797,Processador 891,Informática,751.12
5798,Roteador 522,Eletrônicos,469.36
5799,Teclado 865,Eletrônicos,285.77
5800,Impressora 201,Eletrônicos,342.66
5801,Processador 557,Informática,575.7
5802,Notebook 254,Informática,329.41
5803,Placa de Vídeo 924,Eletrônicos,58.65
5804,Roteador 314,Eletrônicos,472.36
5805,SSD 371,Informática,618.9
5806,SSD 905,Informática,86.26
5807,Monitor 853,Eletrônicos,991.3
5808,Teclado 478,Informática,373.91
5809,SSD 775,Eletrônicos,181.45
5810,Desktop 214,Eletrônicos,118.48
5811,Monitor 394,Eletrônicos,649.21
5812,Placa de Vídeo 227,Eletrônicos,347.29
5813,Impressora 267,Informática,671.17
5814,Notebook 352,Eletrônicos,260.1
5815,Notebook 785,Informática,461.92
5816,Monitor 477,Eletrônicos,953.74
5817,Processador 600,Informática,144.1
5818,Teclado 260,Informática,910.11
5819,Impressora 921,Eletrônicos,952.66
5820,Mouse 193,Eletrônicos,757.53
5821,Desktop 856,Informática,968.34
5822,Roteador 836,Eletrônicos,405.29
5823,Placa de Vídeo 183,Informática,58.01
5824,Roteador 253,Informática,677.64
5825,Desktop 106,Informática,611.07
5826,Notebook 432,Eletrônicos,230.03
5827,Desktop 507,Informática,312.07
5828,Notebook 754,Eletrônicos,527.07
5829,Desktop 952,Eletrônicos,975.3
5830,SSD 644,Eletrônicos,183.75
5831,Roteador 255,Eletrônicos,147.39
5832,Processador 443,Eletrônicos,323.1
5833,Teclado 681,Informática,288.29
5834,Desktop 836,Informática,202.31
5835,Roteador 742,Eletrônicos,402.05
5836,Processador 846,Eletrônicos,782.52
5837,Teclado 410,Eletrônicos,362.23
5838,Desktop 586,Eletrônicos,88.99
5839,Impressora 550,Informática,289.19
5840,Placa de Vídeo 355,Informática,675.88
5841,Impressora 399,Eletrônicos,83.1
5842,SSD 880,Informática,951.01
5843,Monitor 432,Informática,641.58
5844,Processador 642,Eletrônicos,236.66
5845,SSD 119,Eletrônicos,800.19
5846,Processador 923,Eletrônicos,345.43
5847,Mouse 597,Informática,997.44
5848,Processador 877,Informática,964.15
5849,Impressora 509,Eletrônicos,286.73
5850,SSD 416,Informática,830.65
5851,Impressora 885,Informática,218.83
5852,Placa de Vídeo 471,Informática,961.75
5853,Desktop 278,Informática,554.08
5854,Placa de Vídeo 331,Eletrônicos,267.93
5855,Processador 353,Eletrônicos,521.52
5856,SSD 659,Eletrônicos,682.34
5857,Monitor 351,Informática,529.64
5858,Monitor 549,Informática,458.1
5859,Notebook 256,Informática,650.05
5860,Roteador 682,Informática,973.74
5861,SSD 697,Informática,835.31
5862,Teclado 635,Eletrônicos,970.62
5863,Teclado 513,Eletrônicos,469.11
5864,Desktop 962,Informática,464.67
5865,Desktop 564,Eletrônicos,926.43
5866,Monitor 558,Informática,625.02
5867,Processador 957,Eletrônicos,863.38
5868,Teclado 842,Eletrônicos,213.37
5869,Desktop 352,Eletrônicos,785.29
5870,Mouse 971,Eletrônicos,700.67
5871,Mouse 334,Eletrônicos,193.36
5872,Mouse 780,Eletrônicos,431.35
5873,SSD 544,Informática,433.72
5874,Teclado 223,Informática,441.21
5875,Monitor 989,Eletrônicos,881.82
5876,Notebook 121,Informática,440.25
5877,Mouse 692,Informática,165.5
5878,SSD 528,Eletrônicos,910.42
5879,Desktop 988,Eletrônicos,607.12
5880,Impressora 887,Eletrônicos,647.96
5881,Teclado 665,Eletrônicos,272.55
5882,Teclado 706,Informática,625.83
5883,Desktop 282,Informática,328.19
5884,Mouse 681,Informática,882.44
5885,Impressora 858,Informática,779.45
5886,Placa de Vídeo 857,Eletrônicos,775.93
5887,Processador 208,Eletrônicos,857.31
5888,SSD 781,Informática,131.62
5889,SSD 493,Informática,342.09
5890,Mouse 526,Informática,415.07
5891,Processador 303,Eletrônicos,586.4
5892,Mouse 773,Informática,556.06
5893,Processador 398,Informática,845.95
5894,Teclado 531,Informática,568.9
5895,Monitor 186,Eletrônicos,105.77
5896,Processador 109,Informática,508.52
5897,SSD 252,Informática,393.51
5898,Notebook 765,Informática,967.76
5899,Impressora 457,Eletrônicos,605.27
5900,Desktop 609,Eletrônicos,99.33
5901,Monitor 434,Eletrônicos,135.73
5902,Roteador 451,Informática,144.24
5903,Processador 938,Informática,232.66
5904,Notebook 278,Eletrônicos,678.06
5905,SSD 217,Informática,385.99
5906,Mouse 912,Informática,505.06
5907,SSD 806,Informática,164.55
5908,Mouse 818,Informática,537.34
5909,Mouse 766,Informática,603.38
5910,Teclado 131,Informática,235.75
5911,Mouse 496,Eletrônicos,248.0
5912,Mouse 298,Eletrônicos,335.01
5913,Teclado 472,Informática,284.61
5914,Notebook 285,Informática,817.81
5915,Teclado 897,Informática,411.0
5916,Placa de Vídeo 142,Eletrônicos,110.7
5917,Impressora 789,Eletrônicos,52.0
5918,Desktop 611,Informática,555.3
5919,Impressora 779,Eletrônicos,86.32
5920,Placa de Vídeo 656,Eletrônicos,641.81
5921,Processador 301,Eletrônicos,555.53
5922,Teclado 230,Informática,82.96
5923,Monitor 904,Informática,860.83
5924,Desktop 578,Eletrônicos,347.94
5925,Notebook 404,Eletrônicos,414.55
5926,Desktop 952,Eletrônicos,638.94
5927,Notebook 209,Informática,606.85
5928,Notebook 787,Eletrônicos,242.16
5929,Roteador 998,Eletrônicos,229.14
5930,Processador 671,Eletrônicos,964.83
5931,Roteador 321,Eletrônicos,219.48
5932,Processador 680,Informática,626.55
5933,Roteador 493,Eletrônicos,583.95
5934,Teclado 874,Informática,724.8
5935,Placa de Vídeo 407,Eletrônicos,65.94
5936,SSD 610,Informática,831.05
5937,Notebook 878,Informática,59.2
5938,Mouse 381,Eletrônicos,57.14
5939,Mouse 273,Eletrônicos,119.67
5940,Teclado 417,Informática,506.49
5941,Impressora 460,Eletrônicos,430.92
5942,Notebook 762,Informática,216.66
5943,Notebook 101,Informática,420.08
5944,Impressora 230,Informática,781.87
5945,Notebook 348,Eletrônicos,432.91
5946,Monitor 916,Informática,100.58
5947,Notebook 709,Eletrônicos,981.45
5948,Notebook 351,Informática,416.07
5949,Desktop 811,Informática,785.96
5950,Monitor 437,Informática,984.97
5951,SSD 266,Eletrônicos,869.46
5952,Notebook 308,Eletrônicos,565.01
5953,SSD 268,Eletrônicos,99.27
5954,Notebook 842,Eletrônicos,425.76
5955,Monitor 229,Eletrônicos,724.08
5956,Teclado 671,Eletrônicos,898.19
5957,Teclado 282,Informática,81.55
5958,Roteador 787,Eletrônicos,841.72
5959,Mouse 247,Informática,80.92
5960,Roteador 977,Eletrônicos,117.94
5961,Teclado 893,Eletrônicos,455.96
5962,Notebook 547,Informática,732.87
5963,Mouse 788,Eletrônicos,494.98
5964,Desktop 164,Informática,274.97
5965,Processador 745,Eletrônicos,302.7
5966,Impressora 877,Eletrônicos,158.58
5967,Processador 975,Informática,133.75
5968,Impressora 244,Informática,664.59
5969,Notebook 852,Eletrônicos,891.9
5970,SSD 943,Eletrônicos,890.98
5971,Monitor 372,Informática,603.89
5972,Mouse 676,Eletrônicos,902.58
5973,Monitor 293,Informática,411.87
5974,Roteador 626,Informática,490.12
5975,Roteador 946,Informática,504.32
5976,Placa de Vídeo 580,Eletrônicos,485.55
5977,Processador 897,Informática,142.74
5978,Impressora 918,Eletrônicos,994.69
5979,Desktop 827,Eletrônicos,782.21
5980,Impressora 592,Informática,958.35
5981,Mouse 758,Eletrônicos,306.13
5982,SSD 386,Informática,570.34
5983,Placa de Vídeo 384,Informática,712.96
5984,Teclado 970,Eletrônicos,929.29
5985,Monitor 723,Informática,648.11
5986,SSD 387,Eletrônicos,120.93
5987,Notebook 613,Informática,522.72
5988,Roteador 635,Informática,329.36
5989,Processador 705,Informática,937.29
5990,Teclado 281,Eletrônicos,677.44
5991,Mouse 693,Eletrônicos,924.1
5992,SSD 609,Eletrônicos,768.69
5993,Processador 516,Informática,87.41
5994,Roteador 291,Informática,643.7
5995,Impressora 562,Informática,561.74
5996,SSD 261,Informática,960.45
5997,Mouse 122,Eletrônicos,970.43
5998,Monitor 398,Informática,664.28
5999,SSD 617,Eletrônicos,532.55
6000,Desktop 445,Eletrônicos,218.71
6001,Mouse 309,Eletrônicos,899.0
6002,Roteador 336,Informática,628.52
6003,Desktop 549,Eletrônicos,895.02
6004,Placa de Vídeo 740,Eletrônicos,245.16
6005,Placa de Vídeo 584,Informática,82.34
6006,Roteador 264,Informática,615.7
6007,SSD 816,Informática,300.82
6008,Impressora 116,Informática,637.34
6009,Mouse 618,Informática,743.51
6010,Desktop 934,Eletrônicos,537.96
6011,Processador 328,Informática,929.8
6012,Desktop 942,Informática,587.51
6013,Placa de Vídeo 528,Informática,519.17
6014,Mouse 874,Informática,621.39
6015,Teclado 208,Eletrônicos,620.66
6016,Placa de Vídeo 978,Informática,925.62
6017,Processador 798,Informática,99.96
6018,Teclado 125,Informática,391.45
6019,Desktop 439,Informática,337.02
6020,Mouse 139,Eletrônicos,400.24
6021,Processador 945,Informática,883.77
6022,Impressora 874,Informática,173.14
6023,Processador 269,Informática,651.0
6024,Monitor 568,Eletrônicos,181.83
6025,SSD 723,Informática,823.86
6026,Impressora 610,Eletrônicos,74.15
6027,Desktop 137,Informática,445.77
6028,Notebook 871,Informática,375.41
6029,SSD 976,Informática,468.02
6030,Roteador 267,Eletrônicos,446.81
6031,Notebook 342,Eletrônicos,521.05
6032,Roteador 254,Informática,738.42
6033,Placa de Vídeo 265,Eletrônicos,730.94
6034,Mouse 573,Eletrônicos,640.77
6035,Impressora 499,Informática,486.65
6036,Teclado 459,Eletrônicos,468.4
6037,Teclado 100,Eletrônicos,99.09
6038,Monitor 475,Eletrônicos,237.14
6039,Notebook 422,Informática,965.86
6040,Placa de Vídeo 387,Eletrônicos,878.23
6041,Roteador 861,Informática,516.49
6042,SSD 576,Informática,138.62
6043,Monitor 824,Informática,567.17
6044,Placa de Vídeo 812,Informática,443.6
6045,Monitor 784,Informática,152.08
6046,Roteador 990,Eletrônicos,696.14
6047,Impressora 840,Eletrônicos,961.98
6048,Processador 534,Eletrônicos,471.42
6049,Teclado 718,Informática,656.92
6050,Mouse 394,Informática,129.41
6051,Processador 845,Informática,924.83
6052,Monitor 626,Eletrônicos,837.03
6053,SSD 511,Informática,965.84
6054,Notebook 973,Informática,666.91
6055,Mouse 464,Informática,687.5
6056,Teclado 449,Informática,614.31
6057,Teclado 360,Eletrônicos,414.28
6058,SSD 201,Informática,498.61
6059,Impressora 686,Eletrônicos,847.84
6060,Monitor 549,Informática,334.15
6061,Mouse 343,Eletrônicos,234.98
6062,Mouse 183,Informática,274.56
6063,Teclado 563,Eletrônicos,104.43
6064,SSD 879,Informática,527.28
6065,SSD 468,Informática,917.01
6066,Impressora 194,Informática,646.97
6067,Impressora 346,Informática,698.87
6068,Placa de Vídeo 300,Informática,651.27
6069,Processador 708,Eletrônicos,337.42
6070,SSD 616,Informática,91.35
6071,Notebook 189,Eletrônicos,866.07
6072,Notebook 851,Eletrônicos,98.49
6073,Monitor 278,Eletrônicos,772.4
6074,Processador 745,Eletrônicos,307.95
6075,Roteador 531,Eletrônicos,870.32
6076,Impressora 303,Informática,719.41
6077,Placa de Vídeo 841,Eletrônicos,112.88
6078,Processador 174,Informática,959.66
6079,Placa de Vídeo 572,Eletrônicos,184.89
6080,Teclado 740,Informática,985.93
6081,Notebook 626,Informática,714.75
6082,Mouse 223,Eletrônicos,614.81
6083,Monitor 257,Eletrônicos,528.47
6084,Monitor 958,Informática,560.18
6085,Processador 862,Informática,241.48
6086,Mouse 982,Eletrônicos,232.01
6087,Monitor 599,Informática,629.86
6088,Desktop 298,Informática,500.91
6089,Teclado 774,Informática,104.73
6090,Processador 598,Eletrônicos,107.19
6091,Mouse 399,Informática,184.07
6092,Desktop 455,Informática,598.25
6093,SSD 532,Informática,51.86
6094,Mouse 698,Informática,74.2
6095,Placa de Vídeo 732,Informática,765.85
6096,Teclado 797,Informática,474.97
6097,Processador 550,Informática,459.05
6098,Monitor 892,Eletrônicos,330.41
6099,Teclado 462,Eletrônicos,288.37
6100,Processador 734,Informática,278.45
6101,SSD 582,Informática,544.39
6102,Teclado 689,Informática,138.77
6103,Processador 272,Eletrônicos,470.14
6104,Mouse 268,Eletrônicos,697.33
6105,Monitor 877,Eletrônicos,558.98
6106,Impressora 517,Informática,511.58
6107,SSD 343,Eletrônicos,679.37
6108,Processador 946,Informática,490.44
6109,Processador 287,Eletrônicos,969.07
6110,Impressora 498,Informática,273.07
6111,SSD 869,Eletrônicos,554.6
6112,SSD 378,Informática,772.22
6113,Placa de Vídeo 509,Eletrônicos,467.81
6114,Processador 918,Informática,104.19
6115,Placa de Vídeo 859,Informática,904.78
6116,Notebook 943,Eletrônicos,993.22
6117,Mouse 806,Eletrônicos,272.04
6118,Desktop 505,Informática,940.4
6119,Teclado 894,Informática,902.86
6120,Impressora 672,Eletrônicos,766.74
6121,Monitor 746,Informática,904.63
6122,Mouse 560,Eletrônicos,274.22
6123,Notebook 548,Informática,233.1
6124,Mouse 488,Informática,715.79
6125,Desktop 374,Eletrônicos,658.41
6126,Placa de Vídeo 469,Eletrônicos,461.88
6127,Monitor 907,Eletrônicos,671.8
6128,Placa de Vídeo 955,Eletrônicos,178.75
6129,Placa de Vídeo 514,Eletrônicos,934.84
6130,SSD 330,Informática,714.53
6131,Roteador 189,Eletrônicos,800.03
6132,Roteador 392,Informática,234.72
6133,Processador 302,Informática,511.5
6134,Desktop 659,Eletrônicos,904.5
6135,Monitor 522,Eletrônicos,969.8
6136,Desktop 384,Eletrônicos,381.57
6137,SSD 612,Informática,477.17
6138,SSD 278,Informática,366.02
6139,Placa de Vídeo 223,Informática,188.64
6140,Processador 358,Informática,207.01
6141,Placa de Vídeo 761,Eletrônicos,354.37
6142,Placa de Vídeo 619,Eletrônicos,374.45
6143,Desktop 725,Informática,265.89
6144,Mouse 666,Informática,988.93
6145,Placa de Vídeo 795,Eletrônicos,273.87
6146,Monitor 989,Informática,717.45
6147,Teclado 252,Informática,408.61
6148,Impressora 609,Eletrônicos,394.78
6149,Roteador 442,Informática,360.03
6150,Monitor 184,Informática,993.43
6151,Mouse 238,Eletrônicos,90.21
6152,Mouse 970,Informática,64.21
6153,Processador 230,Informática,455.53
6154,Impressora 967,Informática,535.7
6155,Teclado 553,Informática,773.4
6156,Roteador 460,Eletrônicos,873.45
6157,Teclado 236,Eletrônicos,209.17
6158,Placa de Vídeo 263,Eletrônicos,112.18
6159,Placa de Vídeo 693,Informática,520.17
6160,Teclado 370,Eletrônicos,773.46
6161,Notebook 404,Eletrônicos,342.42
6162,Processador 371,Eletrônicos,315.49
6163,Notebook 835,Informática,531.48
6164,Teclado 218,Informática,735.85
6165,Placa de Vídeo 507,Informática,645.66
6166,Notebook 742,Eletrônicos,955.96
6167,SSD 374,Informática,404.26
6168,Mouse 894,Informática,608.64
6169,Monitor 518,Eletrônicos,434.77
6170,Processador 562,Eletrônicos,605.28
6171,Mouse 762,Informática,828.21
6172,Mouse 808,Informática,360.67
6173,Roteador 903,Eletrônicos,996.8
6174,Roteador 959,Informática,407.95
6175,Notebook 205,Informática,78.83
6176,Impressora 118,Informática,538.66
6177,Placa de Vídeo 174,Informática,739.58
6178,Notebook 199,Informática,700.78
6179,Mouse 471,Informática,687.6
6180,Teclado 688,Informática,101.3
6181,Roteador 297,Informática,876.21
6182,Placa de Vídeo 621,Informática,327.4
6183,Mouse 212,Informática,754.32
6184,Monitor 797,Eletrônicos,381.01
6185,Impressora 915,Eletrônicos,618.27
6186,SSD 380,Eletrônicos,499.89
6187,Teclado 975,Eletrônicos,383.15
6188,SSD 408,Eletrônicos,444.98
6189,Processador 313,Eletrônicos,900.16
6190,Desktop 718,Informática,52.76
6191,Notebook 905,Informática,865.12
6192,Impressora 123,Informática,983.33
6193,Monitor 261,Informática,891.0
6194,Impressora 632,Eletrônicos,457.9
6195,SSD 155,Informática,934.89
6196,Processador 843,Informática,434.14
6197,Roteador 595,Eletrônicos,614.71
6198,Mouse 823,Informática,605.41
6199,Monitor 929,Informática,158.09
6200,Impressora 403,Informática,576.44
6201,Monitor 432,Informática,853.08
6202,Monitor 801,Eletrônicos,70.81
6203,Notebook 139,Eletrônicos,616.12
6204,Placa de Vídeo 787,Eletrônicos,97.59
6205,Impressora 879,Informática,817.7
6206,Monitor 206,Informática,715.47
6207,Notebook 128,Informática,808.17
6208,Processador 773,Eletrônicos,70.95
6209,Impressora 725,Informática,371.58
6210,SSD 114,Eletrônicos,980.45
6211,Mouse 502,Informática,387.02
6212,Mouse 222,Eletrônicos,520.05
6213,Impressora 243,Informática,577.29
6214,Teclado 489,Eletrônicos,720.8
6215,Notebook 594,Eletrônicos,267.52
6216,Desktop 138,Informática,112.84
6217,Notebook 849,Informática,704.53
6218,Placa de Vídeo 501,Informática,427.24
6219,Placa de Vídeo 383,Informática,881.03
6220,Processador 693,Informática,960.98
6221,Desktop 579,Informática,65.82
6222,Roteador 411,Informática,353.67
6223,Roteador 497,Informática,778.62
6224,Mouse 804,Informática,457.17
6225,Impressora 841,Eletrônicos,521.09
6226,Placa de Vídeo 229,Informática,176.12
6227,Placa de Vídeo 123,Eletrônicos,805.86
6228,Processador 791,Informática,322.38
6229,Notebook 639,Eletrônicos,569.59
6230,Notebook 536,Informática,888.73
6231,Mouse 545,Eletrônicos,928.39
6232,Impressora 148,Informática,880.44
6233,Roteador 745,Informática,188.74
6234,Placa de Vídeo 818,Informática,356.16
6235,Processador 998,Eletrônicos,985.59
6236,Monitor 515,Eletrônicos,973.17
6237,Impressora 344,Eletrônicos,343.6
6238,Mouse 347,Eletrônicos,51.7
6239,SSD 359,Eletrônicos,662.8
6240,Notebook 482,Eletrônicos,766.76
6241,Monitor 251,Informática,521.24
6242,Desktop 622,Eletrônicos,867.83
6243,Impressora 672,Eletrônicos,327.94
6244,Mouse 708,Eletrônicos,810.88
6245,Mouse 344,Eletrônicos,522.06
6246,Impressora 204,Eletrônicos,132.89
6247,Teclado 442,Informática,168.1
6248,Mouse 564,Informática,227.02
6249,Impressora 125,Informática,996.52
6250,Notebook 343,Informática,146.34
6251,Mouse 401,Eletrônicos,453.16
6252,Roteador 560,Eletrônicos,580.78
6253,Teclado 502,Eletrônicos,318.83
6254,Impressora 431,Eletrônicos,733.43
6255,SSD 252,Informática,803.87
6256,SSD 238,Informática,497.3
6257,Teclado 333,Eletrônicos,105.63
6258,Mouse 625,Informática,949.21
6259,Mouse 422,Eletrônicos,714.41
6260,Mouse 914,Eletrônicos,587.25
6261,Placa de Vídeo 247,Informática,133.15
6262,Impressora 504,Informática,641.89
6263,SSD 434,Eletrônicos,527.87
6264,Processador 885,Informática,255.08
6265,Impressora 917,Eletrônicos,522.69
6266,Monitor 659,Eletrônicos,335.26
6267,Placa de Vídeo 337,Informática,712.88
6268,Placa de Vídeo 517,Informática,362.77
6269,Mouse 799,Eletrônicos,136.7
6270,Notebook 792,Eletrônicos,735.17
6271,Mouse 704,Informática,97.44
6272,Notebook 788,Informática,561.62
6273,SSD 769,Informática,954.35
6274,SSD 382,Informática,829.51
6275,Impressora 967,Informática,540.52
6276,Monitor 329,Informática,425.23
6277,Mouse 336,Informática,559.72
6278,SSD 106,Eletrônicos,866.1
6279,SSD 966,Eletrônicos,931.8
6280,Monitor 425,Eletrônicos,762.45
6281,Teclado 878,Eletrônicos,180.67
6282,Monitor 507,Informática,751.6
6283,Notebook 653,Eletrônicos,61.53
6284,Impressora 180,Eletrônicos,188.47
6285,Desktop 384,Informática,511.65
6286,Monitor 821,Eletrônicos,273.87
6287,Placa de Vídeo 264,Informática,597.54
6288,Roteador 112,Eletrônicos,237.86
6289,Impressora 850,Informática,841.31
6290,Processador 125,Informática,670.62
6291,Roteador 135,Informática,94.87
6292,Roteador 840,Eletrônicos,225.63
6293,Monitor 454,Eletrônicos,784.09
6294,Roteador 654,Informática,791.21
6295,Monitor 755,Eletrônicos,738.7
6296,Placa de Vídeo 644,Informática,135.96
6297,Roteador 287,Informática,297.32
6298,Monitor 388,Eletrônicos,387.79
6299,Roteador 259,Eletrônicos,472.91
6300,Processador 456,Eletrônicos,350.83
6301,Notebook 980,Eletrônicos,173.89
6302,Teclado 967,Eletrônicos,981.98
6303,Processador 481,Eletrônicos,889.21
6304,Roteador 307,Informática,563.25
6305,SSD 275,Informática,737.94
6306,Processador 854,Eletrônicos,842.44
6307,Impressora 276,Informática,330.47
6308,Monitor 102,Informática,108.38
6309,Roteador 744,Informática,58.88
6310,Processador 555,Eletrônicos,962.63
6311,Impressora 611,Eletrônicos,949.7
6312,Placa de Vídeo 688,Informática,237.85
6313,Desktop 909,Informática,948.79
6314,Roteador 578,Eletrônicos,963.84
6315,Roteador 743,Eletrônicos,532.88
6316,Processador 704,Informática,979.61
6317,Desktop 109,Eletrônicos,226.92
6318,Processador 133,Informática,523.05
6319,Roteador 627,Informática,89.64
6320,Notebook 413,Eletrônicos,104.27
6321,SSD 225,Eletrônicos,271.31
6322,Desktop 966,Informática,825.58
6323,Mouse 313,Eletrônicos,789.64
6324,Processador 572,Eletrônicos,527.04
6325,Impressora 756,Informática,120.3
6326,Mouse 180,Eletrônicos,940.65
6327,SSD 779,Informática,637.51
6328,SSD 784,Eletrônicos,273.25
6329,Placa de Vídeo 423,Informática,503.9
6330,Desktop 770,Informática,236.9
6331,Roteador 782,Eletrônicos,538.37
6332,Desktop 303,Eletrônicos,78.22
6333,Processador 159,Informática,684.03
6334,Desktop 297,Informática,470.01
6335,Roteador 504,Eletrônicos,172.28
6336,Processador 313,Eletrônicos,981.13
6337,Mouse 438,Informática,105.08
6338,Mouse 344,Eletrônicos,682.57
6339,Mouse 864,Informática,268.04
6340,Monitor 891,Informática,142.49
6341,Desktop 239,Eletrônicos,278.32
6342,Placa de Vídeo 616,Eletrônicos,246.73
6343,Teclado 657,Informática,217.53
6344,Notebook 345,Informática,237.03
6345,Impressora 833,Eletrônicos,441.08
6346,Monitor 940,Informática,277.0
6347,Notebook 826,Informática,462.77
6348,Processador 621,Eletrônicos,644.13
6349,Desktop 190,Informática,366.22
6350,Desktop 290,Informática,145.16
6351,Monitor 133,Eletrônicos,917.39
6352,Mouse 836,Eletrônicos,568.52
6353,Teclado 171,Eletrônicos,992.65
6354,Processador 768,Informática,292.39
6355,Notebook 719,Informática,252.93
6356,Teclado 214,Eletrônicos,541.24
6357,Roteador 808,Informática,579.55
6358,Processador 747,Informática,641.24
6359,Desktop 648,Informática,76.1
6360,Impressora 355,Eletrônicos,651.01
6361,Monitor 301,Informática,388.07
6362,Monitor 338,Eletrônicos,789.27
6363,Placa de Vídeo 391,Informática,58.89
6364,SSD 104,Eletrônicos,344.79
6365,Impressora 214,Informática,692.79
6366,Mouse 429,Eletrônicos,435.2
6367,SSD 312,Eletrônicos,345.82
6368,Notebook 511,Informática,215.03
6369,Roteador 903,Eletrônicos,383.97
6370,Notebook 673,Informática,429.23
6371,Mouse 332,Eletrônicos,89.55
