id_venda,id_cliente,id_produto,id_vendedor,valor_venda
1747,16498,4257,19278,442.39
1748,17589,738,15567,917.06
1749,1626,14709,7970,463.71
1750,15656,7305,6371,876.66
1751,8189,17189,11584,108.38
1752,12688,3029,16100,711.53
1753,3792,3422,19698,974.61
1754,1778,8646,15445,133.53
1755,5358,1958,3851,763.71
1756,11011,9596,9418,740.62
1757,17041,6037,9077,636.87
1758,17477,12950,16992,116.18
1759,7913,14549,14459,713.83
1760,11291,19714,16590,284.28
1761,2585,1783,16289,591.4
1762,7558,10339,18680,315.25
1763,15129,8570,15528,405.51
1764,3313,17004,17020,431.93
1765,18912,17124,9659,89.48
1766,15532,9644,13568,561.21
1767,16910,18021,12946,442.14
1768,11979,7206,15146,112.25
1769,3003,11028,18538,293.45
1770,17146,13886,12210,121.07
1771,13081,3249,15274,612.0
1772,5085,18146,16218,902.12
1773,3632,17047,5103,786.4
1774,13765,17435,13646,765.55
1775,8074,6481,19358,411.63
1776,10384,677,13706,61.3
1777,17299,2821,579,186.48
1778,4546,2225,12774,364.06
1779,13617,14725,16841,893.19
1780,9527,10028,12822,879.79
1781,8331,913,18042,432.96
1782,10333,15783,9400,986.7
1783,2265,18914,8091,424.22
1784,1869,19569,14970,877.27
1785,17126,2352,13437,255.08
1786,11784,299,16875,984.94
1787,9921,18529,2413,259.13
1788,14591,15054,13183,90.32
1789,16623,14287,2810,640.57
1790,11679,18019,13574,703.3
1791,17879,11444,12895,427.38
1792,3724,6445,4211,217.74
1793,11080,8930,3275,703.58
1794,14776,8604,6020,314.46
1795,3431,1551,626,237.59
1796,273,14983,1823,719.71
1797,1403,8504,11196,816.29
1798,7307,4616,2742,755.06
1799,1345,11192,15982,667.9
1800,6083,13088,2954,833.04
1801,13886,16504,19983,351.76
1802,14952,6595,4559,214.32
1803,9893,15774,17744,899.14
1804,13605,15477,4674,596.59
1805,6304,10469,12898,731.0
1806,6721,11416,3637,506.86
1807,10051,11564,7064,434.79
1808,4205,16398,14150,399.79
1809,5757,18341,12080,56.56
1810,1204,9491,1155,641.91
1811,15132,11422,3135,441.24
1812,10090,2408,7357,353.74
1813,13533,6633,6643,244.83
1814,8036,15299,11261,609.55
1815,664,8396,14418,488.77
1816,6653,12647,81,329.19
1817,14724,8712,2340,717.7
1818,17765,4047,17014,510.42
1819,17245,19157,16616,209.2
1820,10091,14942,12221,95.03
1821,2249,11748,7960,999.97
1822,19531,846,3808,811.1
1823,18228,4434,4771,394.51
1824,17949,14409,1472,528.17
1825,2897,3293,15099,160.22
1826,13834,8204,19161,93.38
1827,6399,326,17122,143.0
1828,17626,17531,10977,692.2
1829,16725,9919,12922,758.52
1830,5857,3960,16633,858.25
1831,6988,5256,11984,409.66
1832,4716,4761,11615,651.87
1833,6785,14798,14600,858.31
1834,3870,3709,7797,53.39
1835,9643,9300,14086,63.7
1836,7081,4895,15864,808.8
1837,4833,6728,19958,741.74
1838,3464,5484,8477,564.73
1839,15467,14318,13293,308.19
1840,927,14626,14108,211.31
1841,1718,8409,10634,68.71
1842,1890,11680,9795,98.51
1843,1198,3200,13208,910.42
1844,7212,2495,13478,389.63
1845,13536,11350,2900,127.47
1846,15652,1795,11836,88.98
1847,212,19059,17103,93.55
1848,7652,5373,16543,463.14
1849,6372,825,13744,255.32
1850,1580,9763,11025,856.68
1851,5698,14959,19694,908.78
1852,10329,895,4458,701.0
1853,16234,16566,16811,901.38
1854,15746,4418,10064,730.86
1855,10561,919,1485,198.39
1856,14538,9630,14267,831.97
1857,6680,9687,4096,387.28
1858,3020,15941,5044,488.88
1859,10416,4332,14927,69.71
1860,15230,12962,7919,734.12
1861,16136,11615,7123,116.19
1862,16345,6081,18535,929.61
1863,12102,456,19576,469.71
1864,7994,10322,3862,988.72
1865,16142,1960,10199,264.58
1866,11328,18911,14862,518.54
1867,10268,604,128,473.36
1868,19554,18465,17979,305.25
1869,19367,9627,593,403.27
1870,13415,10351,17943,605.19
1871,7689,13534,2164,423.06
1872,10690,6512,12504,417.93
1873,3620,18217,5509,713.87
1874,2579,9946,7689,840.14
1875,10586,13548,18880,531.6
1876,15144,11492,17697,470.73
1877,9366,10350,19571,521.81
1878,5415,12988,2945,726.51
1879,14500,19352,5064,822.33
1880,5561,13899,9284,770.96
1881,19700,18002,8692,879.92
1882,8016,17265,18997,805.02
1883,18942,15232,6934,636.9
1884,1407,7531,8726,480.37
1885,6882,6036,6117,709.23
1886,11635,11742,7042,256.06
1887,16673,893,91,494.41
1888,1827,1969,12358,616.39
1889,11316,11929,10480,741.14
1890,15523,1593,15087,172.84
1891,5412,11660,9362,174.62
1892,3755,3766,5272,474.66
1893,14196,2514,14211,806.9
1894,7338,254,14394,153.79
1895,13333,8611,14633,871.36
1896,19516,7824,4957,96.25
1897,4461,18659,16674,961.75
1898,10090,16298,4690,311.44
1899,5454,3101,13576,128.27
1900,3946,15613,8269,681.71
1901,8172,15078,13384,901.73
1902,17968,4729,803,835.93
1903,669,14762,18185,480.0
1904,11089,15174,5044,698.63
1905,19902,266,4175,997.67
1906,10879,13879,19336,792.67
1907,19361,10916,19791,894.31
1908,7874,9173,18337,533.53
1909,7274,2108,4641,292.8
1910,4195,4729,2746,802.18
1911,17487,12990,4724,903.25
1912,146,14487,1181,446.13
1913,19212,18126,11479,242.09
1914,5581,11640,16678,997.55
1915,3545,19168,16514,960.37
1916,2595,1103,16762,647.31
1917,13492,10820,18715,67.4
1918,15657,14196,16030,975.58
1919,3751,19568,9401,518.43
1920,9706,1941,14165,247.74
1921,6591,16920,18625,939.52
1922,9109,11737,7162,718.65
1923,9202,10130,18390,518.86
1924,2837,15638,1386,567.08
1925,6900,3176,7176,743.85
1926,18575,11449,16992,680.55
1927,13407,15901,16632,900.23
1928,14338,13149,3284,795.02
1929,11434,9245,17420,748.52
1930,17528,3855,7859,67.1
1931,14727,12895,6390,559.57
1932,13243,14257,15377,806.98
1933,4133,5753,19721,740.39
1934,5820,3281,10396,294.21
1935,13054,17353,18122,556.9
1936,18630,14021,11333,111.18
1937,3514,13616,8541,960.08
1938,5646,9350,4213,670.5
1939,15946,1312,6787,362.97
1940,5090,17629,637,622.77
1941,16177,3777,17769,429.98
1942,14837,1724,18703,898.65
1943,703,9206,18787,951.81
1944,7695,5874,12366,988.72
1945,15886,9262,11515,426.55
1946,875,14752,19479,246.17
1947,19579,10788,14094,950.3
1948,3956,12745,10344,931.79
1949,15917,11842,7426,681.24
1950,3729,14613,10884,53.49
1951,11445,8254,6253,909.65
1952,8969,17885,17870,763.08
1953,2009,3096,1789,158.32
1954,10570,5268,15720,482.6
1955,3061,9689,4430,760.49
1956,16232,3203,14961,538.5
1957,13973,92,15501,978.62
1958,3445,17173,5920,921.2
1959,4894,6851,8941,705.12
1960,6234,4576,2420,196.45
1961,18544,19588,16417,948.1
1962,8414,4207,14343,950.67
1963,18613,11846,12650,345.56
1964,14448,2156,10676,713.98
1965,2270,4816,17616,218.53
1966,7884,12561,18952,285.11
1967,12543,9093,12517,64.81
1968,2233,18710,8593,507.52
1969,6786,4633,13036,605.33
1970,17350,10344,5658,670.1
1971,15342,18682,10510,692.67
1972,15498,11443,11886,549.77
1973,16067,8901,14550,805.9
1974,5367,14790,19589,140.69
1975,4322,2641,12664,57.77
1976,2393,16132,2416,597.5
1977,9180,14560,4039,328.88
1978,16895,3421,17852,603.79
1979,10884,3639,5109,657.3
1980,18370,11609,16888,437.82
1981,19220,18308,7394,697.76
1982,18109,10277,12529,407.49
1983,10240,11341,12911,362.0
1984,8806,7998,19442,277.4
1985,8900,5822,5133,171.16
1986,13641,12727,3159,291.14
1987,17606,8688,4187,749.4
1988,3842,18211,8179,320.09
1989,17239,1890,8678,741.05
1990,8012,17915,120,374.21
1991,6048,16365,7194,509.87
1992,14688,19509,7107,705.18
1993,11982,10363,9578,479.6
1994,17988,12868,18771,673.9
1995,17666,9933,9135,163.42
1996,1695,12356,14955,617.39
1997,508,10167,2423,746.81
1998,9358,13061,8518,910.24
1999,6931,9837,4348,106.46
2000,18090,3172,4239,941.53
2001,5232,13567,13552,977.84
2002,17951,6284,14637,785.0
2003,4585,7427,13384,766.14
2004,391,18402,10370,502.27
2005,3441,7936,13254,195.14
2006,4620,6073,12822,443.25
2007,1912,330,897,800.75
2008,1568,16354,8953,759.29
2009,1635,19464,12008,677.99
2010,4305,3336,19054,171.5
2011,5517,9086,3972,577.57
2012,4449,3188,15286,892.55
2013,6127,4700,6587,454.3
2014,1522,3323,3502,461.44
2015,1335,15307,1634,862.88
2016,5905,16267,3787,814.54
2017,17314,19005,9117,673.26
2018,3922,7511,16878,165.17
2019,8436,8775,17675,510.55
2020,18874,6369,792,817.89
2021,15349,19296,137,581.62
2022,2736,9687,7562,942.81
2023,10699,7644,12792,364.83
2024,6130,13412,9806,410.2
2025,5540,12118,6379,165.55
2026,15102,3570,15684,886.44
2027,4122,6514,2975,234.14
2028,4602,2097,4109,322.38
2029,17548,6395,3790,969.08
2030,17937,7690,6757,545.06
2031,6628,16710,15512,816.12
2032,6275,15190,16351,660.87
2033,13713,14132,19927,376.38
2034,1753,11449,5701,466.92
2035,2109,2288,6045,939.76
2036,3559,13757,177,667.08
2037,15207,8049,5852,587.87
2038,9172,12962,9096,557.54
2039,15276,3614,15801,690.01
2040,11775,11590,12689,688.62
2041,3851,15293,3857,105.35
2042,7575,1779,3904,107.39
2043,7801,7027,8351,812.25
2044,15553,18013,3822,437.11
2045,12281,11862,1186,523.25
2046,8436,1542,19404,534.58
2047,9913,9517,3613,979.62
2048,4432,10360,3895,301.14
2049,2417,12893,11577,124.95
2050,19945,502,2077,372.86
2051,6839,6659,16788,154.91
2052,6569,15466,1619,690.61
2053,4328,19792,19204,366.4
2054,13951,565,10334,92.86
2055,18678,10397,7186,72.92
2056,19374,18913,5187,291.06
2057,13387,3087,10968,630.46
2058,956,10662,19748,524.56
2059,16892,19824,10406,97.08
2060,19610,18043,4356,119.47
2061,13547,10782,9261,566.29
2062,2591,1963,12340,858.06
2063,9666,16131,6002,763.63
2064,12993,2502,19187,478.93
2065,7964,2407,725,942.52
2066,16593,3671,10782,627.82
2067,3652,5381,3906,498.93
2068,4765,9840,16705,245.39
2069,12608,13986,9526,501.75
2070,14199,1788,16371,253.65
2071,12156,18978,9665,983.14
2072,8008,5442,6677,182.92
2073,2752,10930,18050,442.19
2074,7511,7948,3988,827.87
2075,11673,5874,2579,180.88
2076,16240,8626,17943,982.95
2077,396,12813,18386,98.32
2078,5092,8467,15969,841.51
2079,1019,16040,2284,537.34
2080,13002,12016,18655,119.78
2081,6104,8567,11733,218.17
2082,19852,14311,2486,911.43
2083,8882,9006,16380,503.37
2084,10161,2289,11339,695.22
2085,18663,7906,243,310.62
2086,9109,3997,12780,762.31
2087,2814,16885,18700,334.23
2088,7951,4408,233,711.99
2089,2206,717,15899,786.95
2090,9639,7706,8753,804.47
2091,10999,1959,7129,313.13
2092,19272,13018,18874,260.39
2093,12817,13274,16686,620.92
2094,19005,12589,18793,766.53
2095,76,14448,7810,382.04
2096,17167,14121,18408,991.47
2097,11103,9926,17061,642.32
2098,15087,14847,878,722.41
2099,4422,9688,16840,845.96
2100,1676,2490,6142,549.16
2101,15418,1870,14179,797.74
2102,7891,9499,13087,970.9
2103,12630,2435,6934,82.98
2104,17862,9913,14881,541.1
2105,17974,4423,227,684.41
2106,11665,11397,12611,952.88
2107,2540,12837,18079,345.02
2108,17559,3280,14956,553.1
2109,8099,18975,7157,630.47
2110,17139,18971,13805,454.19
2111,7263,5177,15352,415.89
2112,19491,6419,4999,301.35
2113,8008,7713,17466,894.49
2114,14635,11128,3789,780.76
2115,19083,2958,10351,358.44
2116,14847,4111,1745,289.3
2117,3622,1300,3456,219.5
2118,12320,10223,18130,761.16
2119,4138,13728,10122,165.67
2120,81,16211,19304,414.87
2121,7247,19974,18809,398.46
2122,18767,10090,7540,480.61
2123,1171,3081,19011,981.26
2124,17612,4683,1411,346.84
2125,6657,7137,12020,901.88
2126,15583,14134,3366,673.87
2127,14369,13992,7097,714.31
2128,10285,18049,7494,260.66
2129,11695,1201,11826,598.81
2130,12462,2153,18839,488.87
2131,17344,10737,16830,834.93
2132,18388,2672,15418,946.89
2133,9579,15157,18977,641.51
2134,10313,2121,13549,94.32
2135,15261,18085,12901,853.39
2136,10470,14404,17462,448.06
2137,6757,214,14624,986.02
2138,342,17105,9955,484.8
2139,16542,12860,8580,476.05
2140,19300,9996,13898,59.72
2141,3715,5340,6333,387.98
2142,16219,19293,4454,250.46
2143,5220,12673,201,782.68
2144,14980,13104,9764,120.49
2145,12910,17700,4468,492.87
2146,14047,14445,5051,986.93
2147,18703,12077,8533,637.74
2148,4252,6059,8315,913.01
2149,12178,7942,14475,95.05
2150,11916,4613,8704,519.11
2151,533,1502,11430,345.72
2152,19535,4921,6098,479.08
2153,4081,9464,723,398.55
2154,17886,4669,16008,743.78
2155,18276,18933,19922,772.02
2156,644,5276,7653,415.52
2157,16722,9444,7868,514.15
2158,826,12717,2045,793.44
2159,8664,1166,9211,891.1
2160,7867,17228,10853,941.43
2161,14675,9698,17221,495.83
2162,16470,5448,5491,949.92
2163,7292,13424,10007,121.07
2164,10337,17105,19473,288.71
2165,4139,17079,13793,608.58
2166,1720,2325,10144,352.85
2167,3264,11787,2808,166.57
2168,8786,7469,18029,391.83
2169,10751,6959,10041,137.62
2170,8023,3626,6652,718.83
2171,5742,397,8529,647.4
2172,12992,2318,11138,766.6
2173,10691,17601,19308,566.75
2174,12597,8005,12689,63.85
2175,4875,10722,4426,959.05
2176,19058,187,5463,954.69
2177,12016,6778,19127,922.72
2178,6951,19982,16516,83.66
2179,6962,7009,14268,809.7
2180,958,17388,8572,193.81
2181,5974,17428,3855,403.89
2182,14516,7018,5478,441.48
2183,18062,17726,12267,664.05
2184,7096,2857,17792,760.36
2185,164,1272,8480,271.72
2186,5160,3838,15974,692.02
2187,9468,12576,14178,653.9
2188,13412,19776,18646,679.45
2189,14750,3290,12972,202.92
2190,13430,10388,5496,565.29
2191,11487,4214,15343,294.72
2192,2680,11861,14418,933.45
2193,11723,11326,587,350.63
2194,19353,305,19272,564.4
2195,16388,2215,6672,873.2
2196,14891,4400,6351,118.3
2197,3411,2397,11994,949.49
2198,3618,14740,19210,995.47
2199,8040,15949,17725,594.68
2200,1053,7036,7831,205.27
2201,6830,3325,9242,202.47
2202,6694,15727,1543,445.79
2203,4721,1068,16569,772.79
2204,19293,7551,11749,375.74
2205,16561,12862,18942,506.37
2206,5907,9864,4619,970.99
2207,2320,12577,8257,279.8
2208,11647,19559,687,231.09
2209,15467,13105,17478,128.73
2210,3811,13157,12414,628.33
2211,8893,6375,5437,709.98
2212,12952,8912,11030,514.93
2213,1057,7132,4940,166.1
2214,6195,19519,8200,729.4
2215,8216,18361,3297,955.14
2216,3552,1195,3562,573.82
2217,11613,10486,19804,596.59
2218,17410,14185,18237,717.68
2219,5993,6146,14479,384.6
2220,3152,5234,15371,880.39
2221,1256,13875,6027,862.07
2222,970,10329,17936,243.83
2223,1964,15938,4233,256.49
2224,236,2131,16170,713.98
2225,16076,10010,1098,235.54
2226,1244,17767,5451,106.43
2227,11231,1031,4166,673.11
2228,15512,15694,6408,575.83
2229,2234,1631,11336,671.95
2230,9228,12373,14222,638.91
2231,11753,7510,9116,613.89
2232,14705,15517,13137,117.31
2233,10564,12275,4377,925.53
2234,2672,1083,7480,986.57
2235,11780,7492,11673,619.99
2236,5913,7610,14474,995.39
2237,458,9089,10509,182.15
2238,5652,5291,2801,231.79
2239,6010,10382,577,683.19
2240,9653,3060,10465,764.94
2241,11766,3885,13025,505.29
2242,10643,17284,13252,915.1
2243,4255,16133,7414,931.26
2244,6568,13538,16386,273.49
2245,4799,367,16723,754.67
2246,5607,16684,13527,756.97
2247,1837,1567,18124,435.24
2248,6067,2764,2034,297.84
2249,17966,5983,1264,656.53
2250,11096,6100,6609,534.57
2251,17517,15090,14326,607.06
2252,10827,17882,8012,699.4
2253,15284,15955,8706,85.76
2254,8871,9080,14138,794.28
2255,15375,5242,13403,348.96
2256,11547,10864,14925,962.3
2257,12536,8474,19395,432.97
2258,14503,16388,7996,131.17
2259,2803,14053,4346,622.74
2260,18100,6259,15719,825.64
2261,15151,2697,9957,469.9
2262,3945,9376,577,712.82
2263,7501,16083,19931,405.14
2264,6029,19269,4160,424.81
2265,3551,16455,11605,758.31
2266,5571,6089,5465,810.36
2267,19072,13778,12800,315.21
2268,17272,6479,17642,977.87
2269,5612,17273,17630,915.83
2270,19229,3510,9958,754.6
2271,4167,1950,18675,604.12
2272,12728,345,15911,328.3
2273,5827,204,12081,529.0
2274,3492,233,10405,832.3
2275,7870,13079,3275,182.17
2276,8440,301,1664,298.66
2277,16870,18282,15927,563.96
2278,8862,1165,18704,251.36
2279,10857,11772,12141,770.1
2280,3058,16254,15069,976.13
2281,14764,7574,7175,805.2
2282,17612,17930,19889,988.1
2283,17643,8080,6602,99.96
2284,5339,15236,14323,533.32
2285,8988,4714,11301,550.75
2286,4533,4858,899,807.54
2287,17364,6930,15122,586.65
2288,2917,15198,323,728.92
2289,9738,3843,18344,908.52
2290,17433,10847,10161,416.93
2291,606,11487,8832,544.02
2292,14545,13574,9397,348.56
2293,3589,9465,17817,650.51
2294,4228,2747,8283,847.93
2295,16027,19240,19106,958.22
2296,11160,12037,12770,551.14
2297,3648,12118,1843,296.46
2298,4054,3276,11097,897.79
2299,12743,19910,1317,504.87
2300,4926,11192,16044,545.6
2301,9723,18735,15546,906.94
2302,2381,18579,18678,641.51
2303,19759,1659,11419,546.95
2304,17537,17964,10391,627.69
2305,16170,11440,17138,912.95
2306,5301,4550,10998,569.02
2307,3255,15127,6059,985.2
2308,5870,11767,3839,588.15
2309,3868,10459,14785,692.55
2310,5560,11208,419,54.74
2311,9235,4143,18261,190.82
2312,15766,11296,1346,898.73
2313,13874,10028,18846,581.1
2314,3314,10245,5859,831.4
2315,393,10183,13342,92.27
2316,16644,14275,5056,149.86
2317,8328,683,6815,61.72
2318,8935,4961,5835,662.39
2319,12907,19688,14447,594.11
2320,9664,13585,2651,256.45
2321,7919,15365,7168,890.64
2322,733,15240,13664,330.61
2323,3499,14324,3112,185.67
2324,1153,7144,6622,674.9
2325,1676,18974,4897,957.84
2326,3868,9496,1564,650.06
2327,16482,18096,6772,965.29
2328,7924,1728,4975,657.57
2329,2736,9140,17813,444.85
2330,14580,17767,13807,820.6
2331,16415,9107,15946,594.09
2332,19816,4524,2168,816.45
2333,3721,10646,85,224.35
2334,16307,11192,18508,489.98
2335,10083,13558,5432,905.05
2336,11037,745,8136,956.31
2337,6581,7342,4237,150.6
2338,19231,17187,8736,204.36
2339,3032,16603,2516,622.86
2340,7671,6276,3242,830.41
2341,18724,3101,3745,337.31
2342,6273,12925,1945,544.45
2343,5034,17876,10126,102.27
2344,489,6235,9267,727.83
2345,16586,11796,9933,890.2
2346,104,6292,11473,595.65
2347,427,15733,7612,477.02
2348,6295,5595,7670,252.97
2349,16745,3798,2999,379.75
2350,19929,12843,5422,595.75
2351,16712,3750,19760,694.66
2352,17528,17037,12626,213.4
2353,7036,3678,13340,785.52
2354,18051,3569,11688,461.42
2355,15818,13517,14224,74.31
2356,13499,15173,2678,265.41
2357,2662,2584,3353,287.36
2358,1851,17123,10009,897.35
2359,6226,15890,19135,361.79
2360,10723,18312,4301,162.3
2361,10359,9684,13479,943.54
2362,5820,952,3432,423.98
2363,1408,12060,7899,957.86
2364,15068,3282,11903,918.54
2365,824,7070,12153,816.39
2366,18133,425,9335,596.29
2367,5857,1873,19802,750.52
2368,14492,6344,7996,781.55
2369,2948,9579,9479,706.22
2370,1486,10523,2418,714.19
2371,10543,6240,6766,264.91
2372,10752,5094,11205,428.28
2373,17403,13529,12545,520.95
2374,15435,10708,9904,455.78
2375,10631,6797,7684,111.76
2376,2835,3504,16578,341.98
2377,8250,15959,1387,95.71
2378,14246,7170,1465,565.77
2379,6308,9764,9451,798.72
2380,17575,3297,17818,185.34
2381,11146,9563,3342,646.72
2382,13901,10513,12073,889.73
2383,16685,19134,7243,346.07
2384,16802,18181,10020,438.18
2385,10648,1565,8794,671.47
2386,1060,8861,6961,201.21
2387,13051,5340,2550,474.4
2388,14394,9151,11805,237.23
2389,477,11934,11772,574.84
2390,6235,13572,2516,233.57
2391,8511,1171,4847,236.81
2392,17077,13550,11654,816.54
2393,5447,11587,10160,264.97
2394,14081,142,12761,249.09
2395,6483,15150,13618,875.51
2396,12549,15647,470,644.48
2397,14866,12287,2887,310.55
2398,11837,3089,8065,446.47
2399,5190,12660,12377,960.96
2400,19172,7692,4919,261.55
2401,12028,13317,11037,501.69
2402,19541,6733,21,441.59
2403,7258,13326,12072,249.75
2404,4394,6372,5152,546.96
2405,9519,6052,13714,911.65
2406,3503,5363,4984,162.24
2407,13738,18365,11782,612.38
2408,7564,8392,14431,525.73
2409,11901,3671,5700,92.45
2410,11642,17498,8639,551.37
2411,9049,18952,18544,908.62
2412,18091,2831,5811,106.49
2413,16744,16996,1646,705.14
2414,11518,17648,11743,589.58
2415,10327,19274,15591,780.44
2416,373,18121,14031,580.27
2417,7770,793,8838,588.48
2418,7380,13857,8510,970.19
2419,16826,12773,9456,911.69
2420,2109,3348,1189,607.27
2421,13889,15955,19871,338.56
2422,13080,16000,11148,540.64
2423,16374,16736,3424,239.77
2424,14645,14401,19018,912.55
2425,17415,1134,6284,893.41
2426,3090,18741,9081,526.92
2427,15515,13250,979,352.65
2428,3554,13237,14859,401.12
2429,502,7926,19189,854.1
2430,1346,2938,4140,760.01
2431,4341,1717,826,485.63
2432,12526,15374,5313,406.31
2433,11629,6588,13621,272.93
2434,12438,192,19740,52.28
2435,13287,18297,19347,755.11
2436,15949,9066,2329,123.42
2437,11312,19760,11535,327.59
2438,6825,16124,9819,285.22
2439,13335,13622,2983,118.93
2440,4510,18571,2751,834.33
2441,2242,18026,6341,375.6
2442,878,5661,7436,361.33
2443,964,8058,14119,466.23
2444,12692,12446,19338,362.53
2445,4278,18846,6866,529.97
2446,6724,9674,19696,763.37
2447,13175,3487,18312,597.5
2448,1202,3594,14108,914.13
2449,13293,8845,14197,781.22
2450,1998,8174,18774,352.19
2451,12774,7144,18324,555.0
2452,8570,4626,10970,803.83
2453,184,12817,6797,462.78
2454,3200,9484,9508,332.83
2455,2366,3244,7621,810.24
2456,17674,18378,16264,861.38
2457,381,1332,19763,611.64
2458,761,383,2748,456.14
2459,18737,9960,8786,202.43
2460,3122,16179,6431,531.41
2461,12650,10071,6277,130.24
2462,3562,6896,16764,52.34
2463,19562,11611,10745,968.84
2464,12981,5429,19459,192.32
2465,11384,8748,14443,626.34
2466,84,14273,13431,778.45
2467,14085,13343,11011,137.25
2468,1085,15343,14010,801.09
2469,1023,19713,2349,693.68
2470,6538,18603,4486,734.0
2471,9470,10553,2521,188.54
2472,15431,8950,6967,395.44
2473,116,13408,694,382.5
2474,6817,1481,2973,353.1
2475,5939,3754,10717,239.24
2476,5482,13736,18718,289.68
2477,11714,9374,13929,138.1
2478,6222,13603,8003,614.27
2479,12045,17728,10045,226.1
2480,15664,18896,13388,845.55
2481,15140,6516,6933,284.31
2482,15137,14680,10784,313.88
2483,8076,2212,12459,745.74
2484,19525,12953,5700,663.57
2485,12549,7745,2021,596.67
2486,12964,11121,14344,678.13
2487,4245,16706,18308,411.5
2488,5770,792,9678,776.22
2489,9987,7638,3040,86.57
2490,4031,9553,13329,636.69
2491,3687,844,5027,273.87
2492,863,11543,16259,877.52
2493,13402,18921,7719,310.49
2494,6221,8604,19362,141.4
2495,7035,7627,18141,105.24
2496,8774,6058,15381,325.84
2497,11877,3326,1248,910.72
2498,3148,12216,13998,296.31
2499,412,5136,8106,354.79
2500,15345,3458,16887,388.39
2501,9389,9939,1105,162.99
2502,10318,12202,19502,684.09
2503,7026,13971,18530,652.54
2504,15475,10714,652,767.49
2505,15780,1271,14893,220.3
2506,7674,7052,14937,726.08
2507,19232,15438,11330,882.66
2508,9872,4257,11736,447.77
2509,15395,748,10597,796.19
2510,15649,18638,4264,712.08
2511,6890,4828,12235,193.43
2512,11656,14697,2993,708.74
2513,19813,3755,9629,450.59
2514,3889,17698,3887,649.83
2515,14214,13318,12765,834.51
2516,16313,5130,7897,288.61
2517,2322,1068,17363,984.26
2518,19632,16195,4916,97.89
2519,19512,421,17402,260.9
2520,4182,13087,13501,932.75
2521,13088,4694,4631,696.9
2522,15244,3661,17389,700.73
2523,8730,11451,8812,762.26
2524,14593,3364,10094,52.64
2525,3871,17421,18618,917.59
2526,19529,5838,12952,929.94
2527,105,5726,17357,260.41
2528,15361,10120,12318,445.39
2529,17702,6173,17046,494.5
2530,16303,12874,1973,816.71
2531,3141,2524,6001,487.16
2532,3084,7358,13399,689.18
2533,18841,2997,15285,314.26
2534,15403,14207,2356,485.81
2535,3682,13607,19136,553.51
2536,7103,11491,17567,425.96
2537,7823,17955,11669,377.75
2538,6030,11347,5475,310.69
2539,11829,17372,3925,605.92
2540,9757,8678,8947,516.83
2541,12475,16456,17601,605.88
2542,11915,17709,14075,435.55
2543,14547,3060,11137,55.25
2544,5128,14962,19781,621.08
2545,334,19350,3841,487.93
2546,9449,7799,5667,596.42
2547,6258,19899,9367,186.94
2548,4988,9893,16205,605.03
2549,3021,19940,7755,233.66
2550,4135,6102,18947,641.61
2551,11355,14056,11556,209.65
2552,15181,10573,10795,614.08
2553,16866,8895,1247,84.76
2554,16476,11210,12520,568.95
2555,8461,14466,7997,102.31
2556,2294,10194,4091,247.27
2557,18066,2124,19033,472.51
2558,1173,15663,16000,630.75
2559,5878,13021,12483,178.98
2560,7662,10327,6607,848.02
2561,17989,4932,3340,438.87
2562,13304,14523,17988,690.52
2563,9838,4573,15103,834.11
2564,7308,18114,18362,354.06
2565,8758,1990,15214,762.15
2566,18535,1308,12296,605.31
2567,19984,17126,13598,984.73
2568,12478,16483,10205,198.76
2569,19958,1144,14272,574.57
2570,10536,47,14363,53.43
2571,2334,4190,13165,992.71
2572,1979,2444,4639,363.93
2573,1821,5227,18625,533.28
2574,14813,6760,1665,970.87
2575,4977,14324,3983,71.55
2576,16436,11867,13121,529.25
2577,16189,11131,11708,779.12
2578,1551,19704,9718,306.81
2579,13548,16554,14243,540.36
2580,17226,3162,19900,892.84
2581,17167,1563,19031,875.41
2582,5881,16106,18805,824.87
2583,17397,601,17867,484.03
2584,19337,23,6669,969.61
2585,15093,16516,7550,77.03
2586,5500,156,10307,463.19
2587,10602,13142,13830,70.73
2588,1188,5556,15516,946.1
2589,14171,4483,5178,365.74
2590,7520,2705,11764,853.79
2591,3820,10625,13122,908.45
2592,9837,3812,6877,220.53
2593,7899,633,16880,221.4
2594,8737,836,2086,749.6
2595,15825,14646,1032,68.62
2596,11093,6159,16695,185.25
2597,8350,10807,8655,301.8
2598,11493,1310,8941,606.98
2599,873,11302,3001,736.72
2600,539,13379,11974,526.26
2601,6269,12441,13893,101.38
2602,14209,3976,7984,942.45
2603,19290,6589,3703,638.54
2604,12119,9868,19105,240.1
2605,16112,10466,7627,592.08
2606,7556,4960,16756,149.05
2607,7246,5282,4456,835.86
2608,3233,700,12774,994.08
2609,15398,13634,7154,925.97
2610,1419,1595,9216,120.45
2611,4099,322,9861,112.73
2612,3393,6928,11338,693.97
2613,3538,4967,2493,858.49
2614,2990,19028,1568,605.08
2615,12558,12676,11235,259.16
2616,14287,19249,2081,786.19
2617,8299,15039,10368,682.76
2618,1789,16739,6488,242.54
2619,18205,2620,17859,219.29
2620,4588,10042,9595,478.48
2621,2757,16546,7429,224.58
2622,17243,10207,7644,374.4
2623,18969,19779,13759,234.22
2624,12746,17910,14086,456.34
2625,2494,14089,14409,486.29
2626,1989,19714,7512,710.98
2627,6381,12055,7276,992.49
