data_id,data,dia_semana,mes,ano
4510,2018-11-18,Sunday,November,2018
4511,2020-07-09,Thursday,July,2020
4512,2021-06-06,Sunday,June,2021
4513,2018-12-02,Sunday,December,2018
4514,2019-06-19,Wednesday,June,2019
4515,2023-04-26,Wednesday,April,2023
4516,2022-01-01,Saturday,January,2022
4517,2021-11-11,Thursday,November,2021
4518,2021-10-30,Saturday,October,2021
4519,2021-09-13,Monday,September,2021
4520,2019-06-15,Saturday,June,2019
4521,2021-07-11,Sunday,July,2021
4522,2019-08-31,Saturday,August,2019
4523,2022-02-27,Sunday,February,2022
4524,2020-01-23,Thursday,January,2020
4525,2018-11-14,Wednesday,November,2018
4526,2020-03-01,Sunday,March,2020
4527,2022-09-25,Sunday,September,2022
4528,2019-06-02,Sunday,June,2019
4529,2023-08-21,Monday,August,2023
4530,2020-01-14,Tuesday,January,2020
4531,2021-01-24,Sunday,January,2021
4532,2021-04-15,Thursday,April,2021
4533,2020-07-01,Wednesday,July,2020
4534,2020-11-07,Saturday,November,2020
4535,2023-01-20,Friday,January,2023
4536,2020-11-17,Tuesday,November,2020
4537,2022-05-29,Sunday,May,2022
4538,2023-07-10,Monday,July,2023
4539,2023-04-26,Wednesday,April,2023
4540,2021-04-23,Friday,April,2021
4541,2019-06-13,Thursday,June,2019
4542,2020-06-22,Monday,June,2020
4543,2022-08-31,Wednesday,August,2022
4544,2021-06-24,Thursday,June,2021
4545,2019-01-06,Sunday,January,2019
4546,2020-08-28,Friday,August,2020
4547,2019-10-22,Tuesday,October,2019
4548,2023-03-12,Sunday,March,2023
4549,2019-10-11,Friday,October,2019
4550,2021-05-13,Thursday,May,2021
4551,2021-07-08,Thursday,July,2021
4552,2021-12-30,Thursday,December,2021
4553,2022-05-03,Tuesday,May,2022
4554,2019-11-06,Wednesday,November,2019
4555,2020-05-03,Sunday,May,2020
4556,2021-08-21,Saturday,August,2021
4557,2021-05-11,Tuesday,May,2021
4558,2022-08-22,Monday,August,2022
4559,2020-12-26,Saturday,December,2020
4560,2021-01-08,Friday,January,2021
4561,2019-01-18,Friday,January,2019
4562,2022-02-19,Saturday,February,2022
4563,2019-07-31,Wednesday,July,2019
4564,2023-03-12,Sunday,March,2023
4565,2019-04-15,Monday,April,2019
4566,2019-09-24,Tuesday,September,2019
4567,2021-06-09,Wednesday,June,2021
4568,2023-06-04,Sunday,June,2023
4569,2020-07-13,Monday,July,2020
4570,2022-11-10,Thursday,November,2022
4571,2019-06-10,Monday,June,2019
4572,2020-03-04,Wednesday,March,2020
4573,2018-09-02,Sunday,September,2018
4574,2018-10-12,Friday,October,2018
4575,2021-11-05,Friday,November,2021
4576,2018-09-12,Wednesday,September,2018
4577,2019-10-14,Monday,October,2019
4578,2023-06-17,Saturday,June,2023
4579,2018-11-22,Thursday,November,2018
4580,2019-08-31,Saturday,August,2019
4581,2022-06-12,Sunday,June,2022
4582,2019-05-28,Tuesday,May,2019
4583,2020-03-16,Monday,March,2020
4584,2022-05-28,Saturday,May,2022
4585,2023-08-21,Monday,August,2023
4586,2018-10-19,Friday,October,2018
4587,2021-05-09,Sunday,May,2021
4588,2022-06-15,Wednesday,June,2022
4589,2019-02-26,Tuesday,February,2019
4590,2022-03-01,Tuesday,March,2022
4591,2023-05-25,Thursday,May,2023
4592,2019-03-10,Sunday,March,2019
4593,2022-03-15,Tuesday,March,2022
4594,2021-09-05,Sunday,September,2021
4595,2021-01-04,Monday,January,2021
4596,2019-05-09,Thursday,May,2019
4597,2022-07-16,Saturday,July,2022
4598,2019-04-22,Monday,April,2019
4599,2018-12-27,Thursday,December,2018
4600,2022-06-01,Wednesday,June,2022
4601,2019-09-22,Sunday,September,2019
4602,2020-10-29,Thursday,October,2020
4603,2021-10-15,Friday,October,2021
4604,2022-12-18,Sunday,December,2022
4605,2020-07-16,Thursday,July,2020
4606,2019-06-09,Sunday,June,2019
4607,2018-11-16,Friday,November,2018
4608,2020-06-19,Friday,June,2020
4609,2022-05-12,Thursday,May,2022
4610,2020-02-01,Saturday,February,2020
4611,2021-09-12,Sunday,September,2021
4612,2023-05-10,Wednesday,May,2023
4613,2021-02-18,Thursday,February,2021
4614,2022-08-31,Wednesday,August,2022
4615,2020-04-15,Wednesday,April,2020
4616,2022-11-06,Sunday,November,2022
4617,2021-01-19,Tuesday,January,2021
4618,2020-10-03,Saturday,October,2020
4619,2022-07-31,Sunday,July,2022
4620,2023-06-17,Saturday,June,2023
4621,2021-06-19,Saturday,June,2021
4622,2019-05-31,Friday,May,2019
4623,2019-10-16,Wednesday,October,2019
4624,2021-07-21,Wednesday,July,2021
4625,2018-10-10,Wednesday,October,2018
4626,2020-03-20,Friday,March,2020
4627,2022-04-26,Tuesday,April,2022
4628,2023-08-18,Friday,August,2023
4629,2023-02-22,Wednesday,February,2023
4630,2022-11-17,Thursday,November,2022
4631,2023-06-27,Tuesday,June,2023
4632,2021-03-03,Wednesday,March,2021
4633,2020-03-04,Wednesday,March,2020
4634,2023-04-12,Wednesday,April,2023
4635,2018-09-06,Thursday,September,2018
4636,2019-03-13,Wednesday,March,2019
4637,2020-09-07,Monday,September,2020
4638,2020-12-25,Friday,December,2020
4639,2023-03-29,Wednesday,March,2023
4640,2020-01-10,Friday,January,2020
4641,2023-07-01,Saturday,July,2023
4642,2019-08-05,Monday,August,2019
4643,2019-03-07,Thursday,March,2019
4644,2021-09-26,Sunday,September,2021
4645,2018-10-02,Tuesday,October,2018
4646,2023-04-26,Wednesday,April,2023
4647,2022-09-20,Tuesday,September,2022
4648,2020-08-05,Wednesday,August,2020
4649,2022-12-23,Friday,December,2022
4650,2019-07-10,Wednesday,July,2019
4651,2020-09-29,Tuesday,September,2020
4652,2023-05-16,Tuesday,May,2023
4653,2019-02-20,Wednesday,February,2019
4654,2022-06-25,Saturday,June,2022
4655,2018-09-15,Saturday,September,2018
4656,2019-02-17,Sunday,February,2019
4657,2018-11-23,Friday,November,2018
4658,2021-12-24,Friday,December,2021
4659,2022-03-18,Friday,March,2022
4660,2020-03-05,Thursday,March,2020
4661,2021-07-29,Thursday,July,2021
4662,2021-03-26,Friday,March,2021
4663,2021-09-12,Sunday,September,2021
4664,2022-12-20,Tuesday,December,2022
4665,2022-11-09,Wednesday,November,2022
4666,2020-02-24,Monday,February,2020
4667,2019-06-14,Friday,June,2019
4668,2021-11-25,Thursday,November,2021
4669,2021-06-17,Thursday,June,2021
4670,2022-01-20,Thursday,January,2022
4671,2021-03-12,Friday,March,2021
4672,2022-12-01,Thursday,December,2022
4673,2020-04-05,Sunday,April,2020
4674,2018-10-08,Monday,October,2018
4675,2021-09-17,Friday,September,2021
4676,2021-10-07,Thursday,October,2021
4677,2019-05-13,Monday,May,2019
4678,2020-01-27,Monday,January,2020
4679,2022-12-28,Wednesday,December,2022
4680,2023-04-19,Wednesday,April,2023
4681,2022-12-22,Thursday,December,2022
4682,2021-03-01,Monday,March,2021
4683,2021-02-05,Friday,February,2021
4684,2023-06-29,Thursday,June,2023
4685,2021-06-27,Sunday,June,2021
4686,2020-05-11,Monday,May,2020
4687,2019-05-16,Thursday,May,2019
4688,2020-09-14,Monday,September,2020
4689,2023-04-24,Monday,April,2023
4690,2022-01-26,Wednesday,January,2022
4691,2018-09-02,Sunday,September,2018
4692,2022-12-28,Wednesday,December,2022
4693,2020-12-22,Tuesday,December,2020
4694,2020-04-15,Wednesday,April,2020
4695,2023-05-05,Friday,May,2023
4696,2019-05-25,Saturday,May,2019
4697,2022-05-28,Saturday,May,2022
4698,2023-08-09,Wednesday,August,2023
4699,2020-07-13,Monday,July,2020
4700,2023-03-10,Friday,March,2023
4701,2021-06-05,Saturday,June,2021
4702,2023-06-25,Sunday,June,2023
4703,2018-08-23,Thursday,August,2018
4704,2021-06-03,Thursday,June,2021
4705,2022-08-15,Monday,August,2022
4706,2023-04-12,Wednesday,April,2023
4707,2020-05-13,Wednesday,May,2020
4708,2019-06-13,Thursday,June,2019
4709,2022-01-23,Sunday,January,2022
4710,2022-02-12,Saturday,February,2022
4711,2021-09-04,Saturday,September,2021
4712,2018-10-20,Saturday,October,2018
4713,2020-12-20,Sunday,December,2020
4714,2020-03-10,Tuesday,March,2020
4715,2022-06-01,Wednesday,June,2022
4716,2019-10-29,Tuesday,October,2019
4717,2020-01-07,Tuesday,January,2020
4718,2021-11-16,Tuesday,November,2021
4719,2021-05-01,Saturday,May,2021
4720,2020-05-22,Friday,May,2020
4721,2022-11-02,Wednesday,November,2022
4722,2021-05-22,Saturday,May,2021
4723,2022-08-08,Monday,August,2022
4724,2020-06-19,Friday,June,2020
4725,2019-06-13,Thursday,June,2019
4726,2022-05-05,Thursday,May,2022
4727,2022-10-30,Sunday,October,2022
4728,2019-10-13,Sunday,October,2019
4729,2020-04-05,Sunday,April,2020
4730,2022-06-15,Wednesday,June,2022
4731,2022-11-05,Saturday,November,2022
4732,2023-02-01,Wednesday,February,2023
4733,2023-06-01,Thursday,June,2023
4734,2019-11-12,Tuesday,November,2019
4735,2023-01-02,Monday,January,2023
4736,2021-10-19,Tuesday,October,2021
4737,2021-08-21,Saturday,August,2021
4738,2021-10-24,Sunday,October,2021
4739,2019-01-04,Friday,January,2019
4740,2019-08-05,Monday,August,2019
4741,2021-09-11,Saturday,September,2021
4742,2019-02-13,Wednesday,February,2019
4743,2022-07-14,Thursday,July,2022
4744,2022-08-21,Sunday,August,2022
4745,2019-03-31,Sunday,March,2019
4746,2020-05-14,Thursday,May,2020
4747,2021-06-28,Monday,June,2021
4748,2023-03-06,Monday,March,2023
4749,2019-02-16,Saturday,February,2019
4750,2021-07-03,Saturday,July,2021
4751,2020-03-25,Wednesday,March,2020
4752,2023-07-17,Monday,July,2023
4753,2023-06-03,Saturday,June,2023
4754,2019-04-19,Friday,April,2019
4755,2022-12-11,Sunday,December,2022
4756,2018-10-06,Saturday,October,2018
4757,2021-05-04,Tuesday,May,2021
4758,2018-11-06,Tuesday,November,2018
4759,2019-03-09,Saturday,March,2019
4760,2023-06-10,Saturday,June,2023
4761,2023-07-26,Wednesday,July,2023
4762,2020-08-04,Tuesday,August,2020
4763,2020-05-26,Tuesday,May,2020
4764,2020-07-03,Friday,July,2020
4765,2022-04-13,Wednesday,April,2022
4766,2018-11-19,Monday,November,2018
4767,2023-08-07,Monday,August,2023
4768,2023-07-29,Saturday,July,2023
4769,2019-05-16,Thursday,May,2019
4770,2019-02-09,Saturday,February,2019
4771,2019-10-17,Thursday,October,2019
4772,2019-01-26,Saturday,January,2019
4773,2020-03-19,Thursday,March,2020
4774,2020-07-03,Friday,July,2020
4775,2020-01-15,Wednesday,January,2020
4776,2020-06-02,Tuesday,June,2020
4777,2018-10-13,Saturday,October,2018
4778,2022-08-08,Monday,August,2022
4779,2019-09-12,Thursday,September,2019
4780,2018-12-24,Monday,December,2018
4781,2020-03-25,Wednesday,March,2020
4782,2020-02-06,Thursday,February,2020
4783,2020-11-28,Saturday,November,2020
4784,2019-10-08,Tuesday,October,2019
4785,2021-09-23,Thursday,September,2021
4786,2019-12-22,Sunday,December,2019
4787,2019-12-14,Saturday,December,2019
4788,2022-07-09,Saturday,July,2022
4789,2020-07-24,Friday,July,2020
4790,2021-06-14,Monday,June,2021
4791,2021-09-18,Saturday,September,2021
4792,2020-06-30,Tuesday,June,2020
4793,2019-05-26,Sunday,May,2019
4794,2019-03-10,Sunday,March,2019
4795,2022-02-24,Thursday,February,2022
4796,2021-05-20,Thursday,May,2021
4797,2018-11-29,Thursday,November,2018
4798,2023-04-04,Tuesday,April,2023
4799,2022-04-21,Thursday,April,2022
4800,2021-03-24,Wednesday,March,2021
4801,2020-08-06,Thursday,August,2020
4802,2021-03-13,Saturday,March,2021
4803,2020-03-10,Tuesday,March,2020
4804,2022-04-24,Sunday,April,2022
4805,2023-05-02,Tuesday,May,2023
4806,2022-02-15,Tuesday,February,2022
4807,2023-08-18,Friday,August,2023
4808,2022-09-22,Thursday,September,2022
4809,2020-04-03,Friday,April,2020
4810,2022-12-19,Monday,December,2022
4811,2019-01-07,Monday,January,2019
4812,2022-11-25,Friday,November,2022
4813,2023-02-26,Sunday,February,2023
4814,2021-06-23,Wednesday,June,2021
4815,2019-04-07,Sunday,April,2019
4816,2020-10-01,Thursday,October,2020
4817,2021-07-07,Wednesday,July,2021
4818,2019-01-02,Wednesday,January,2019
4819,2018-10-31,Wednesday,October,2018
4820,2019-11-22,Friday,November,2019
4821,2019-08-16,Friday,August,2019
4822,2020-12-15,Tuesday,December,2020
4823,2019-03-12,Tuesday,March,2019
4824,2021-06-14,Monday,June,2021
4825,2021-06-22,Tuesday,June,2021
4826,2021-01-19,Tuesday,January,2021
4827,2022-09-19,Monday,September,2022
4828,2020-03-31,Tuesday,March,2020
4829,2019-07-30,Tuesday,July,2019
4830,2021-11-10,Wednesday,November,2021
4831,2018-10-08,Monday,October,2018
4832,2023-05-07,Sunday,May,2023
4833,2021-12-10,Friday,December,2021
4834,2023-02-25,Saturday,February,2023
4835,2023-04-27,Thursday,April,2023
4836,2023-07-13,Thursday,July,2023
4837,2021-07-15,Thursday,July,2021
4838,2020-04-23,Thursday,April,2020
4839,2018-10-19,Friday,October,2018
4840,2019-01-03,Thursday,January,2019
4841,2020-03-21,Saturday,March,2020
4842,2020-09-04,Friday,September,2020
4843,2019-09-10,Tuesday,September,2019
4844,2021-12-22,Wednesday,December,2021
4845,2019-03-08,Friday,March,2019
4846,2019-02-09,Saturday,February,2019
4847,2023-08-05,Saturday,August,2023
4848,2021-04-23,Friday,April,2021
4849,2021-12-31,Friday,December,2021
4850,2022-05-03,Tuesday,May,2022
4851,2022-02-01,Tuesday,February,2022
4852,2022-11-09,Wednesday,November,2022
4853,2021-07-20,Tuesday,July,2021
4854,2019-10-20,Sunday,October,2019
4855,2020-11-14,Saturday,November,2020
4856,2022-10-12,Wednesday,October,2022
4857,2020-07-12,Sunday,July,2020
4858,2018-09-25,Tuesday,September,2018
4859,2020-03-27,Friday,March,2020
4860,2019-02-24,Sunday,February,2019
4861,2019-09-03,Tuesday,September,2019
4862,2021-08-15,Sunday,August,2021
4863,2019-03-31,Sunday,March,2019
4864,2021-08-10,Tuesday,August,2021
4865,2021-03-08,Monday,March,2021
4866,2020-06-05,Friday,June,2020
4867,2019-05-29,Wednesday,May,2019
4868,2021-06-07,Monday,June,2021
4869,2022-04-30,Saturday,April,2022
4870,2021-01-08,Friday,January,2021
4871,2022-02-28,Monday,February,2022
4872,2020-05-01,Friday,May,2020
4873,2021-11-13,Saturday,November,2021
4874,2021-09-03,Friday,September,2021
4875,2023-08-03,Thursday,August,2023
4876,2021-09-19,Sunday,September,2021
4877,2022-04-12,Tuesday,April,2022
4878,2022-07-23,Saturday,July,2022
4879,2021-07-25,Sunday,July,2021
4880,2020-07-14,Tuesday,July,2020
4881,2020-05-14,Thursday,May,2020
4882,2023-06-07,Wednesday,June,2023
4883,2021-12-14,Tuesday,December,2021
4884,2023-08-19,Saturday,August,2023
4885,2023-06-25,Sunday,June,2023
4886,2019-12-10,Tuesday,December,2019
4887,2019-08-26,Monday,August,2019
4888,2020-04-16,Thursday,April,2020
4889,2021-05-11,Tuesday,May,2021
4890,2022-06-03,Friday,June,2022
4891,2022-12-26,Monday,December,2022
4892,2022-01-26,Wednesday,January,2022
4893,2023-05-04,Thursday,May,2023
4894,2021-12-23,Thursday,December,2021
4895,2023-08-21,Monday,August,2023
4896,2019-02-14,Thursday,February,2019
4897,2020-09-14,Monday,September,2020
4898,2021-04-04,Sunday,April,2021
4899,2020-05-08,Friday,May,2020
4900,2023-02-10,Friday,February,2023
4901,2019-02-09,Saturday,February,2019
4902,2019-07-23,Tuesday,July,2019
4903,2018-10-18,Thursday,October,2018
4904,2023-07-20,Thursday,July,2023
4905,2018-10-24,Wednesday,October,2018
4906,2023-01-02,Monday,January,2023
4907,2020-11-10,Tuesday,November,2020
4908,2021-08-19,Thursday,August,2021
4909,2022-10-18,Tuesday,October,2022
4910,2022-09-30,Friday,September,2022
4911,2019-08-22,Thursday,August,2019
4912,2023-02-15,Wednesday,February,2023
4913,2019-10-20,Sunday,October,2019
4914,2018-12-02,Sunday,December,2018
4915,2022-01-24,Monday,January,2022
4916,2022-11-03,Thursday,November,2022
4917,2019-04-13,Saturday,April,2019
4918,2022-02-20,Sunday,February,2022
4919,2020-05-11,Monday,May,2020
4920,2019-05-03,Friday,May,2019
4921,2021-08-26,Thursday,August,2021
4922,2021-08-28,Saturday,August,2021
4923,2020-12-29,Tuesday,December,2020
4924,2022-02-25,Friday,February,2022
4925,2021-02-26,Friday,February,2021
4926,2019-11-17,Sunday,November,2019
4927,2020-11-29,Sunday,November,2020
4928,2020-05-02,Saturday,May,2020
4929,2019-07-12,Friday,July,2019
4930,2019-09-05,Thursday,September,2019
4931,2021-09-01,Wednesday,September,2021
4932,2023-07-22,Saturday,July,2023
4933,2019-11-30,Saturday,November,2019
4934,2020-08-04,Tuesday,August,2020
4935,2018-08-29,Wednesday,August,2018
4936,2021-08-25,Wednesday,August,2021
4937,2021-06-18,Friday,June,2021
4938,2019-04-09,Tuesday,April,2019
4939,2020-05-01,Friday,May,2020
4940,2021-04-13,Tuesday,April,2021
4941,2023-06-18,Sunday,June,2023
4942,2019-06-13,Thursday,June,2019
4943,2022-07-19,Tuesday,July,2022
4944,2019-01-25,Friday,January,2019
4945,2018-09-28,Friday,September,2018
4946,2021-05-26,Wednesday,May,2021
4947,2021-12-19,Sunday,December,2021
4948,2018-10-11,Thursday,October,2018
4949,2018-09-30,Sunday,September,2018
4950,2021-02-06,Saturday,February,2021
4951,2022-04-24,Sunday,April,2022
4952,2021-03-16,Tuesday,March,2021
4953,2023-01-25,Wednesday,January,2023
4954,2023-07-29,Saturday,July,2023
4955,2021-12-23,Thursday,December,2021
4956,2022-12-05,Monday,December,2022
4957,2022-08-05,Friday,August,2022
4958,2019-04-04,Thursday,April,2019
4959,2020-02-15,Saturday,February,2020
4960,2021-06-18,Friday,June,2021
4961,2022-11-26,Saturday,November,2022
4962,2021-05-25,Tuesday,May,2021
4963,2018-10-31,Wednesday,October,2018
4964,2020-12-29,Tuesday,December,2020
4965,2020-12-24,Thursday,December,2020
4966,2021-01-02,Saturday,January,2021
4967,2020-03-31,Tuesday,March,2020
4968,2021-10-05,Tuesday,October,2021
4969,2021-07-31,Saturday,July,2021
4970,2021-10-24,Sunday,October,2021
4971,2020-03-02,Monday,March,2020
4972,2019-09-10,Tuesday,September,2019
4973,2019-08-13,Tuesday,August,2019
4974,2020-08-28,Friday,August,2020
4975,2019-08-02,Friday,August,2019
4976,2023-07-25,Tuesday,July,2023
4977,2022-02-17,Thursday,February,2022
4978,2018-12-21,Friday,December,2018
4979,2020-10-29,Thursday,October,2020
4980,2019-02-13,Wednesday,February,2019
4981,2023-01-11,Wednesday,January,2023
4982,2020-08-27,Thursday,August,2020
4983,2023-01-08,Sunday,January,2023
4984,2019-01-08,Tuesday,January,2019
4985,2019-07-08,Monday,July,2019
4986,2022-04-17,Sunday,April,2022
4987,2019-06-27,Thursday,June,2019
4988,2020-08-15,Saturday,August,2020
4989,2021-10-03,Sunday,October,2021
4990,2022-02-05,Saturday,February,2022
4991,2020-08-24,Monday,August,2020
4992,2021-01-05,Tuesday,January,2021
4993,2023-02-12,Sunday,February,2023
4994,2023-02-05,Sunday,February,2023
4995,2021-06-23,Wednesday,June,2021
4996,2023-08-22,Tuesday,August,2023
4997,2021-06-26,Saturday,June,2021
4998,2019-06-04,Tuesday,June,2019
4999,2021-11-15,Monday,November,2021
5000,2020-10-12,Monday,October,2020
5001,2020-11-11,Wednesday,November,2020
5002,2022-05-13,Friday,May,2022
5003,2021-03-02,Tuesday,March,2021
5004,2022-07-20,Wednesday,July,2022
5005,2019-01-21,Monday,January,2019
5006,2022-12-03,Saturday,December,2022
5007,2021-11-09,Tuesday,November,2021
5008,2022-05-28,Saturday,May,2022
5009,2021-02-07,Sunday,February,2021
5010,2020-08-26,Wednesday,August,2020
5011,2019-04-20,Saturday,April,2019
5012,2021-01-10,Sunday,January,2021
5013,2022-11-26,Saturday,November,2022
5014,2021-12-16,Thursday,December,2021
5015,2021-03-13,Saturday,March,2021
5016,2021-05-25,Tuesday,May,2021
5017,2022-01-19,Wednesday,January,2022
5018,2022-02-10,Thursday,February,2022
5019,2022-04-22,Friday,April,2022
5020,2021-12-09,Thursday,December,2021
5021,2021-09-06,Monday,September,2021
5022,2020-05-21,Thursday,May,2020
5023,2020-04-22,Wednesday,April,2020
5024,2018-09-20,Thursday,September,2018
5025,2020-12-20,Sunday,December,2020
5026,2023-06-12,Monday,June,2023
5027,2019-09-24,Tuesday,September,2019
5028,2022-03-20,Sunday,March,2022
5029,2018-10-05,Friday,October,2018
5030,2021-02-28,Sunday,February,2021
5031,2020-06-05,Friday,June,2020
5032,2023-06-04,Sunday,June,2023
5033,2020-03-07,Saturday,March,2020
5034,2022-07-06,Wednesday,July,2022
5035,2021-01-10,Sunday,January,2021
5036,2021-09-27,Monday,September,2021
5037,2022-09-18,Sunday,September,2022
5038,2019-11-16,Saturday,November,2019
5039,2021-04-14,Wednesday,April,2021
5040,2021-08-25,Wednesday,August,2021
5041,2023-06-13,Tuesday,June,2023
5042,2023-08-06,Sunday,August,2023
5043,2018-11-23,Friday,November,2018
5044,2020-02-14,Friday,February,2020
5045,2018-11-03,Saturday,November,2018
5046,2020-08-17,Monday,August,2020
5047,2022-06-09,Thursday,June,2022
5048,2020-09-09,Wednesday,September,2020
5049,2020-03-30,Monday,March,2020
5050,2018-09-23,Sunday,September,2018
5051,2020-05-22,Friday,May,2020
5052,2020-11-12,Thursday,November,2020
5053,2022-09-15,Thursday,September,2022
5054,2020-10-09,Friday,October,2020
5055,2022-05-10,Tuesday,May,2022
5056,2020-08-08,Saturday,August,2020
5057,2022-06-11,Saturday,June,2022
5058,2022-11-16,Wednesday,November,2022
5059,2019-04-25,Thursday,April,2019
5060,2018-10-04,Thursday,October,2018
5061,2020-08-06,Thursday,August,2020
5062,2018-10-18,Thursday,October,2018
5063,2021-04-12,Monday,April,2021
5064,2020-04-17,Friday,April,2020
5065,2022-02-08,Tuesday,February,2022
5066,2020-11-03,Tuesday,November,2020
5067,2020-06-06,Saturday,June,2020
5068,2022-09-20,Tuesday,September,2022
5069,2023-01-17,Tuesday,January,2023
5070,2020-07-24,Friday,July,2020
5071,2020-12-03,Thursday,December,2020
5072,2021-02-08,Monday,February,2021
5073,2020-06-15,Monday,June,2020
5074,2020-11-06,Friday,November,2020
5075,2023-03-04,Saturday,March,2023
5076,2020-03-03,Tuesday,March,2020
5077,2022-03-28,Monday,March,2022
5078,2021-02-27,Saturday,February,2021
5079,2019-11-04,Monday,November,2019
5080,2019-09-02,Monday,September,2019
5081,2022-04-06,Wednesday,April,2022
5082,2019-11-19,Tuesday,November,2019
5083,2019-08-19,Monday,August,2019
5084,2022-02-19,Saturday,February,2022
5085,2023-01-18,Wednesday,January,2023
5086,2022-03-23,Wednesday,March,2022
5087,2021-05-28,Friday,May,2021
5088,2021-10-25,Monday,October,2021
5089,2019-01-11,Friday,January,2019
5090,2020-10-10,Saturday,October,2020
5091,2018-10-26,Friday,October,2018
5092,2022-07-17,Sunday,July,2022
5093,2020-06-21,Sunday,June,2020
5094,2020-01-05,Sunday,January,2020
5095,2020-04-16,Thursday,April,2020
5096,2022-07-01,Friday,July,2022
5097,2022-07-11,Monday,July,2022
5098,2021-11-12,Friday,November,2021
5099,2022-10-17,Monday,October,2022
5100,2018-11-19,Monday,November,2018
5101,2021-11-21,Sunday,November,2021
5102,2018-09-11,Tuesday,September,2018
5103,2022-12-06,Tuesday,December,2022
5104,2021-09-05,Sunday,September,2021
5105,2022-02-10,Thursday,February,2022
5106,2020-08-22,Saturday,August,2020
5107,2023-07-31,Monday,July,2023
5108,2019-05-16,Thursday,May,2019
5109,2020-08-13,Thursday,August,2020
5110,2018-11-18,Sunday,November,2018
5111,2023-07-18,Tuesday,July,2023
5112,2022-05-18,Wednesday,May,2022
5113,2018-12-15,Saturday,December,2018
5114,2018-10-25,Thursday,October,2018
5115,2020-05-02,Saturday,May,2020
5116,2020-10-28,Wednesday,October,2020
5117,2020-03-01,Sunday,March,2020
5118,2023-08-01,Tuesday,August,2023
5119,2023-03-20,Monday,March,2023
5120,2019-05-16,Thursday,May,2019
5121,2022-10-11,Tuesday,October,2022
5122,2022-11-16,Wednesday,November,2022
5123,2019-10-19,Saturday,October,2019
5124,2019-05-31,Friday,May,2019
5125,2021-03-11,Thursday,March,2021
5126,2022-02-03,Thursday,February,2022
5127,2022-12-07,Wednesday,December,2022
5128,2021-04-09,Friday,April,2021
5129,2023-04-29,Saturday,April,2023
5130,2020-09-28,Monday,September,2020
5131,2020-05-03,Sunday,May,2020
5132,2019-01-20,Sunday,January,2019
5133,2020-07-30,Thursday,July,2020
5134,2023-01-10,Tuesday,January,2023
5135,2020-03-25,Wednesday,March,2020
5136,2020-05-25,Monday,May,2020
5137,2022-09-29,Thursday,September,2022
5138,2019-09-27,Friday,September,2019
5139,2022-09-30,Friday,September,2022
5140,2020-05-25,Monday,May,2020
5141,2021-08-06,Friday,August,2021
5142,2021-01-26,Tuesday,January,2021
5143,2020-05-27,Wednesday,May,2020
5144,2019-03-29,Friday,March,2019
5145,2022-06-06,Monday,June,2022
5146,2021-03-04,Thursday,March,2021
5147,2021-11-11,Thursday,November,2021
5148,2018-11-07,Wednesday,November,2018
5149,2021-02-22,Monday,February,2021
5150,2022-01-13,Thursday,January,2022
5151,2019-10-21,Monday,October,2019
5152,2019-12-15,Sunday,December,2019
5153,2021-05-15,Saturday,May,2021
5154,2021-01-19,Tuesday,January,2021
5155,2020-03-01,Sunday,March,2020
5156,2023-02-22,Wednesday,February,2023
5157,2023-07-29,Saturday,July,2023
5158,2021-06-10,Thursday,June,2021
5159,2022-10-09,Sunday,October,2022
5160,2022-10-05,Wednesday,October,2022
5161,2022-04-20,Wednesday,April,2022
5162,2021-03-11,Thursday,March,2021
5163,2022-07-11,Monday,July,2022
5164,2022-08-08,Monday,August,2022
5165,2022-01-04,Tuesday,January,2022
5166,2019-06-11,Tuesday,June,2019
5167,2018-11-26,Monday,November,2018
5168,2018-12-28,Friday,December,2018
5169,2019-07-26,Friday,July,2019
5170,2020-04-14,Tuesday,April,2020
5171,2022-05-11,Wednesday,May,2022
5172,2023-08-15,Tuesday,August,2023
5173,2019-11-08,Friday,November,2019
5174,2022-11-03,Thursday,November,2022
5175,2020-09-02,Wednesday,September,2020
5176,2019-04-23,Tuesday,April,2019
5177,2023-03-25,Saturday,March,2023
5178,2019-12-24,Tuesday,December,2019
5179,2021-06-22,Tuesday,June,2021
5180,2021-06-21,Monday,June,2021
5181,2022-10-12,Wednesday,October,2022
5182,2022-10-06,Thursday,October,2022
5183,2022-10-26,Wednesday,October,2022
5184,2021-06-22,Tuesday,June,2021
5185,2018-09-01,Saturday,September,2018
5186,2020-06-28,Sunday,June,2020
5187,2019-02-06,Wednesday,February,2019
5188,2023-08-16,Wednesday,August,2023
5189,2019-06-07,Friday,June,2019
5190,2021-02-16,Tuesday,February,2021
5191,2023-07-26,Wednesday,July,2023
5192,2018-12-01,Saturday,December,2018
5193,2018-10-08,Monday,October,2018
5194,2021-09-02,Thursday,September,2021
5195,2021-09-24,Friday,September,2021
5196,2023-01-23,Monday,January,2023
5197,2021-11-24,Wednesday,November,2021
5198,2019-01-12,Saturday,January,2019
5199,2023-05-07,Sunday,May,2023
5200,2020-11-16,Monday,November,2020
5201,2023-01-08,Sunday,January,2023
5202,2023-07-16,Sunday,July,2023
5203,2019-06-22,Saturday,June,2019
5204,2018-12-05,Wednesday,December,2018
5205,2020-12-07,Monday,December,2020
5206,2022-01-24,Monday,January,2022
5207,2020-08-05,Wednesday,August,2020
